Date,CloseIBOV,CloseDJI,Price,ICB,CarWash
2013-01-04,62523.0,13435.209961000002,2.0347,16776.489327437866,0
2013-01-07,61933.0,13384.290039,2.0267,16816.797351670568,0
2013-01-08,61128.0,13328.849609,2.0415,16844.188201560894,0
2013-01-09,61579.0,13390.509766,2.0381,16793.932197611244,0
2013-01-10,61678.0,13471.219727000002,2.029,16797.85537748335,0
2013-01-11,61497.0,13488.429688,2.0332,16945.419831311385,0
2013-01-14,62081.0,13507.320313,2.0318,17027.99467336089,0
2013-01-15,61728.0,13534.889647999998,2.0358,16989.740127777513,0
2013-01-16,61787.0,13511.230469,2.0424,17034.147499504656,0
2013-01-17,62194.0,13596.019531,2.0385,17088.79921724828,0
2013-01-18,61956.0,13649.700195,2.0408,17108.35351328097,0
2013-01-22,61692.0,13712.209961000002,2.0429,16969.99686252309,0
2013-01-23,61966.0,13779.330078,2.0354,16970.578488102317,0
2013-01-24,61170.0,13825.330078,2.03,16827.212332090687,0
2013-01-28,60027.0,13881.929688,1.9958,16739.005962669857,0
2013-01-29,60406.0,13954.419922,1.9859,16703.814245097587,0
2013-01-30,59337.0,13910.419922,1.9914,16769.09033769046,0
2013-01-31,59761.0,13860.580078,1.9908,16801.097222993623,0
2013-02-01,60351.0,14009.790038999998,1.9878,16919.792324463837,0
2013-02-04,59576.0,13880.080078,1.996,16904.91056647151,0
2013-02-05,59445.0,13979.299805,1.9845,16844.11260864032,0
2013-02-06,58951.0,13986.519531,1.9903,16771.33281036457,0
2013-02-07,58372.0,13944.049805,1.9667,16656.028232886165,0
2013-02-08,58498.0,13992.969727000002,1.9732,16676.287866655824,0
2013-02-13,58406.0,13982.910156,1.9647,16602.85219789659,0
2013-02-14,58077.0,13973.389647999998,1.9577,16563.08728199167,0
2013-02-15,57903.0,13981.759766,1.9688,16488.99171011154,0
2013-02-19,57314.0,14035.669922,1.9543,16269.017380500974,0
2013-02-20,56178.0,13927.540038999998,1.9611,16224.328316100658,0
2013-02-21,56155.0,13880.620116999999,1.9735,16173.819555436345,0
2013-02-22,56697.0,14000.570313,1.9727,16250.705919925422,0
2013-02-25,56618.0,13784.169922,1.983,16241.788680690674,0
2013-02-26,56949.0,13900.129883000001,1.9825,16370.010404408637,0
2013-02-27,57274.0,14075.370116999999,1.9732,16299.476144490845,0
2013-02-28,57424.0,14054.490234,1.9803,16257.942018879403,0
2013-03-01,56884.0,14089.660156,1.9792,16261.522166231918,0
2013-03-04,56499.0,14127.820313,1.9708,16360.301569680669,0
